fuel_type_cleaned,make_id,transmission_cleaned,number_of_speed,model_cleaned,model,id_model,code_model,version,engine,id_version,msrp_incl_tax,brand,country,date_extraction,trim,cluster_label,unique_engines,msrp_max,msrp_min,date_min,date_max,umap_dim1,umap_dim2,hp,kilowatts,wheel_drive,liter,seats,closest_cluster,similarity_score,llm_match,explanation,mean_price_per_cluster,price_similarity_score,is_match,closest_version,similarity_score_version,unified_id,num_versions,closest_id_version,closest_version_name,similarity_score_percent,num_versions_calculate_similarity_score_percentages,llm_match_version,explanation_version,num_versions_matching_validation_version,expert_validation,stage,msrp_incl_tax_min_match,msrp_incl_tax_max_match,msrp_incl_tax_min_match,msrp_incl_tax_max_match,num_versions_matching_df_final,num_versions_cluster_label_df,num_versions_number_of_clusters_f
ev,giw5zhz7zgg0xe,auto,0,ioniq 5,ioniq 5,c2671ff4c0077dbc069714697f6ee19502be448cd4f010131a581fa1743003e6,italy|hyundai|ioniq-5,ioniq 5 innovation 77.4 kwh rwd electric automatico 2wd 5 seats,77.4 kwh rwd electric automatica 2wd 5 seats,27ab50efd2b228230f94b4c870120eab46ed9bca243cd746d697e657468e8ea3,55800.0,hyundai,italy,2023-07-20 00:00:00+00:00,innovation,46,"['77.4 kwh rwd', '77.4 kwh rwd electric automatica', '77.4 kwh rwd electric automatica 2wd', '77.4 kwh rwd electric automatica 2wd 5 seats']",56100.0,55800.0,2023-07-20 00:00:00+00:00,2024-06-20 00:00:00+00:00,15.259411,-7.5678253,,77.4,2,,5.0,6,0.06258421967870052,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, and trim are identical. The versions are nearly identical, with the first set adding detail about drivetrain and seats (which are not present in the second set, so can't be compared). The engine descriptions are functionally the same (77.4 kwh rwd) with the first set providing additional details.  The kilowatt information is present in the first set and missing in the second, but given the other strong matches, this doesn't invalidate the match. The price is available in the first set but not the second, preventing comparison, but this doesn't negate the other strong signals of a match.",55925.8064516129,0.9802987829497607,TRUE,6,0.6342194877048326,056b7757a276af5080e87f2f889381345235b050dfb79a96ee684defd435d759_27ab50efd2b228230f94b4c870120eab46ed9bca243cd746d697e657468e8ea3,2,056b7757a276af5080e87f2f889381345235b050dfb79a96ee684defd435d759,ioniq 5 innovation 77.4 kwh rwd electric automatico,63.42194877048326,2,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, and trim are identical. The versions are nearly identical, with the first set adding detail about drivetrain and seats (which are not present in the second set, so can't be compared). The engine descriptions are functionally the same (77.4 kwh rwd) with the first set providing additional details.  The kilowatt information is present in the first set and missing in the second, but given the other strong matches, this doesn't invalidate the match. The price is available in the first set but not the second, preventing comparison, but this doesn't negate the other strong signals of a match.",2,reviewed, llm approval,53500.0,56100.0,53500.0,56100.0,2,2,2
ice_gasoline,sww5k7615ff594,manual,0,bayon,nuova bayon,4f75aada913371f499c2d355fdaf64e1f9c478c4d41a13fa27e9a1f302321331,italy|hyundai|nuova-bayon,bayon xline 1.2 mpi 84cv benzina manuale 2wd,1.2 mpi 84cv benzina manuale 2wd,066cb2ca9190e45ff606c5158caf5bdcf843c7df4fcd5c665a52d32632c9ef9f,19850.0,hyundai,italy,2022-06-15 00:00:00+00:00,xline,7,"['1.2 mpi 84cv', '1.2 mpi 84cv benzina manuale', '1.2 mpi 84cv benzina manuale 2wd']",21600.0,19850.0,2022-06-15 00:00:00+00:00,2024-05-24 00:00:00+00:00,21.09484,7.564067,84.0,,2,1.2,,218,0.04107685576741872,No,"The versions are different. Although both are Hyundai Bayon Xline trims, the first set of versions have a 1.2L MPI 84hp engine with manual transmission, while the second set has a 1.0L T-GDI engine with an unspecified horsepower (though likely around 100hp based on the name) and manual transmission.  The engine difference is significant enough to warrant a ""No"" match.",21128.0,0.9477943960620977,NOT SURE,120,0.670677878511315,066cb2ca9190e45ff606c5158caf5bdcf843c7df4fcd5c665a52d32632c9ef9f_5d0b97cf4696fabee4348a0f8da265b504997073a3000291ee2105e52a45430c,2,5d0b97cf4696fabee4348a0f8da265b504997073a3000291ee2105e52a45430c,nuova bayonxline1.2 mpi 84cv,67.0677878511315,2,No,"The versions have different engines. The first set uses a ""1.2 mpi 84cv"" engine, while the second set uses a ""1.2 mpi 84cv benzina manuale 2wd"" engine.  Although the initial part of the engine description is the same, the addition of ""benzina manuale 2wd"" in the second set suggests a more specific engine variant or additional information about the drivetrain (2-wheel drive). This difference is significant enough to consider them distinct versions, especially given the importance of the 'engine' field for comparison.",2,reviewed, llm disapproval,19850.0,21600.0,19850.0,21600.0,2,2,2
ice_gasoline,sww5k7615ff06a,manual,0,bayon,nuova bayon,4f75aada913371f499c2d355fdaf64e1f9c478c4d41a13fa27e9a1f302321331,italy|hyundai|nuova-bayon,nuova bayonxline1.2 mpi 84cv,1.2 mpi 84cv,5d0b97cf4696fabee4348a0f8da265b504997073a3000291ee2105e52a45430c,19850.0,hyundai,italy,2022-06-09 00:00:00+00:00,xline,120,['1.2 mpi 84cv'],20050.0,19850.0,2022-06-09 00:00:00+00:00,2022-11-23 00:00:00+00:00,11.345621,14.156974,84.0,,,1.2,,7,0.05492407364396809,No,"The versions have different engines. The first set uses a ""1.2 mpi 84cv"" engine, while the second set uses a ""1.2 mpi 84cv benzina manuale 2wd"" engine.  Although the initial part of the engine description is the same, the addition of ""benzina manuale 2wd"" in the second set suggests a more specific engine variant or additional information about the drivetrain (2-wheel drive). This difference is significant enough to consider them distinct versions, especially given the importance of the 'engine' field for comparison.",20025.0,0.9449188514357054,NOT SURE,7,0.6326344008550406,066cb2ca9190e45ff606c5158caf5bdcf843c7df4fcd5c665a52d32632c9ef9f_5d0b97cf4696fabee4348a0f8da265b504997073a3000291ee2105e52a45430c,2,066cb2ca9190e45ff606c5158caf5bdcf843c7df4fcd5c665a52d32632c9ef9f,bayon xline 1.2 mpi 84cv benzina manuale 2wd,63.263440085504065,2,No,"The versions are different. Although both are Hyundai Bayon Xline trims, the first set of versions have a 1.2L MPI 84hp engine with manual transmission, while the second set has a 1.0L T-GDI engine with an unspecified horsepower (though likely around 100hp based on the name) and manual transmission.  The engine difference is significant enough to warrant a ""No"" match.",2,reviewed, llm disapproval,19850.0,21600.0,19850.0,21600.0,2,2,2
mhev_gasoline,g4w5k5g17gg0ty,manual,0,i30 sw,nuova i30 wagon,8778ee48d7a9fe7cfe66d70a618e1729370f969932a84fa382ba9cd689df0201,italy|hyundai|nuova-i30-wagon,nuova i30 wagonprime1.0 t-gdi 120cv 48v,1.0 t-gdi 120cv 48v,06fd565f3f6fe683b73684b5aeea12f216ae92f36ba7506d8667d35dedc6e75a,27700.0,hyundai,italy,2022-06-09 00:00:00+00:00,prime,8,['1.0 t-gdi 120cv 48v'],27700.0,27700.0,2022-06-09 00:00:00+00:00,2022-10-03 00:00:00+00:00,1.2995139,-0.13241906,120.0,,,1.0,,305,0.10231345619314144,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim are identical. The versions are very similar, with the only difference being minor wording variations.  The horsepower is consistent across all versions. The missing data in the third version doesn't contradict the available information in the first two versions.",27700.0,0.981691593604951,TRUE,305,0.677430504313689,06fd565f3f6fe683b73684b5aeea12f216ae92f36ba7506d8667d35dedc6e75a_df4b76a9eb00f39afa4de477ebdb05196c3e9a0c1b4bfb5e2027ee7b7c78a2f1,2,df4b76a9eb00f39afa4de477ebdb05196c3e9a0c1b4bfb5e2027ee7b7c78a2f1,i30 wagon prime 1.0 t-gdi 120cv 48v hybrid (benzina) manuale,67.7430504313689,2,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim are identical across all three versions.  The versions themselves are very similar, with only minor wording variations. The horsepower is consistent where present (120hp).  The missing data in the third version doesn't contradict the information in the first two. The slight MSRP variations within the first two versions are likely due to different optional packages or regional pricing.",2,reviewed, llm approval,27700.0,28400.0,27700.0,28400.0,2,2,2
mhev_gasoline,g4w5k5g17gg4dy,manual,0,i30 sw,i30 wagon,65d841e7ca246cad4cd31c0a508d8afe1ea0e9b9518bae6428460bf8687157ae,italy|hyundai|i30-wagon,i30 wagon prime 1.0 t-gdi 120cv 48v hybrid (benzina) manuale,1.0 t-gdi 120cv 48v,df4b76a9eb00f39afa4de477ebdb05196c3e9a0c1b4bfb5e2027ee7b7c78a2f1,27950.0,hyundai,italy,2022-10-18 00:00:00+00:00,prime,305,['1.0 t-gdi 120cv 48v'],28400.0,27950.0,2022-10-18 00:00:00+00:00,2022-12-02 00:00:00+00:00,0.22123618,8.551482,120.0,,,1.0,,8,0.11502200802131127,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim are identical across all three versions.  The versions themselves are very similar, with only minor wording variations. The horsepower is consistent where present (120hp).  The missing data in the third version doesn't contradict the information in the first two. The slight MSRP variations within the first two versions are likely due to different optional packages or regional pricing.",28207.14285714286,0.9820207647505698,TRUE,8,0.6219901586590999,06fd565f3f6fe683b73684b5aeea12f216ae92f36ba7506d8667d35dedc6e75a_df4b76a9eb00f39afa4de477ebdb05196c3e9a0c1b4bfb5e2027ee7b7c78a2f1,2,06fd565f3f6fe683b73684b5aeea12f216ae92f36ba7506d8667d35dedc6e75a,nuova i30 wagonprime1.0 t-gdi 120cv 48v,62.19901586590999,2,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim are identical across all three versions.  The versions themselves are very similar, with only minor wording variations. The horsepower is consistent where present (120hp).  The missing data in the third version doesn't contradict the information in the first two. The slight MSRP variations within the first two versions are likely due to different optional packages or regional pricing.",2,reviewed, llm approval,27700.0,28400.0,27700.0,28400.0,2,2,2
ice_gasoline,gqs6k5615hh773,manual,0,i10,i10,682b158d317e1df582bd311abc19a2b66eadd6a8bfba5eae86253f3803e5f6f6,italy|hyundai|i10,i10 prime my25 1.0 mpi mt 63cv benzina manuale 2wd 5 seats,1.0 mpi mt 63cv benzina manuale 2wd 5 seats,08ac81c5fc16941237a3ab384d987f6a5ea101a62de08b9cf99a2963d3aee0fd,19150.0,hyundai,italy,2024-04-19 00:00:00+00:00,prime my25,9,"['1.0 mpi mt 63cv benzina manuale 2wd', '1.0 mpi mt 63cv benzina manuale 2wd 5 seats']",19150.0,19150.0,2024-04-19 00:00:00+00:00,2024-07-25 00:00:00+00:00,-0.594749,-13.755678,63.0,,2,1.0,5.0,320,0.03659814306235602,No,"The two versions are both Hyundai i10 Prime MY25 models, but they differ in their transmission. The first version has a manual transmission ('mt'), while the second has an automatic transmission ('at'). This difference is significant enough to consider them distinct versions.",19150.0,-1.0,NOT SURE,NO VALID CLUSTER,-1.0,08ac81c5fc16941237a3ab384d987f6a5ea101a62de08b9cf99a2963d3aee0fd,1,,,-100.0,1,,,1,reviewed, llm disapproval,19150.0,19150.0,19150.0,19150.0,1,1,1
hev_gasoline,jfw5d5g1fev1gg,auto,0,tucson,tucson hybrid,92e5b74cb5c882e09b09ffdb05d1e57880e25f2f1c5ce9585cdc2db80b770c51,italy|hyundai|tucson-hybrid,tucson hybrid business 1.6 hev 215cv at 2wd hybrid automatico 5 seats,1.6 hev 215cv at 2wd hybrid automatica 5 seats,08d824ca20ad2cee089a100578f8652a6b3273845f501c3f3e1b85fbc79f0bd1,39300.0,hyundai,italy,2024-10-10 00:00:00+00:00,business,10,['1.6 hev 215cv at 2wd hybrid automatica 5 seats'],39300.0,39300.0,2024-10-10 00:00:00+00:00,2024-11-28 00:00:00+00:00,8.290308,-19.544159,215.0,,2,1.6,5.0,295,0.02398895922554875,No,"The primary difference lies in the drivetrain. The first version is 2-wheel drive (2WD), while the second is 4-wheel drive (4WD). This significantly impacts performance and handling, making them distinct versions despite sharing other features like fuel type, transmission, model, and trim.",39300.0,-1.0,NOT SURE,NO VALID CLUSTER,-1.0,08d824ca20ad2cee089a100578f8652a6b3273845f501c3f3e1b85fbc79f0bd1,1,,,-100.0,1,,,1,reviewed, llm disapproval,39300.0,39300.0,39300.0,39300.0,1,1,1
mhev_diesel,gtw51jc5ugg1v4,auto,0,tucson,tucson,47973c90a328daa7c4de47a07c76525c1bc9e13f7549893b074be8570d215144,italy|hyundai|tucson,nuova tucson business fl 1.6 crdi 136cv 48v dct hybrid (diesel) automatico 2wd 5 seats,1.6 crdi 136cv 48v dct hybrid 48v (diesel) automatica 2wd 5 seats,096f6f1dbdf7f6fd4d1b70c7f769c79f49c2416b5cb095f7987140b2ae4b33d0,38950.0,hyundai,italy,2024-05-07 00:00:00+00:00,business fl,11,"['1.6 crdi 136cv 48v dct hybrid 48v (diesel) automatica 2wd', '1.6 crdi 136cv 48v dct hybrid 48v (diesel) automatica 2wd 5 seats']",38950.0,38950.0,2024-05-07 00:00:00+00:00,2024-07-18 00:00:00+00:00,-0.2575066,-10.505752,136.0,,2,1.6,5.0,NO,No valid cluster found (trim mismatch; model mismatch; transmission mismatch; fuel mismatch),,,38950.0,-1.0,NEW VERSION,NO VALID CLUSTER,-1.0,096f6f1dbdf7f6fd4d1b70c7f769c79f49c2416b5cb095f7987140b2ae4b33d0,1,,,-100.0,1,,,1,reviewed,,38950.0,38950.0,38950.0,38950.0,1,1,1
ev,7fw5zhz7zgg416,auto,0,kona electric,nuova kona electric,20b1bcc9bd8e4a7faf7725f98d338c5e5c09fac2ce89bbe4a97b4df68699241d,italy|hyundai|nuova-kona-electric,"nuova kona electric xline 48,4 kwh electric automatico 2wd","48,4 kwh electric automatica 2wd",0a5bedeb4d3fde987d1e9e2c89261f67de319a8c963ddabcc4b86a8fcee58aa9,42000.0,hyundai,italy,2023-10-02 00:00:00+00:00,xline,12,"['48,4 kwh', '48,4 kwh electric automatica', '48,4 kwh electric automatica 2wd']",42000.0,42000.0,2023-10-02 00:00:00+00:00,2024-03-15 00:00:00+00:00,-4.7558284,-14.106204,,48.4,2,,,126,0.08790402040086703,No,"Although both versions are Hyundai Kona Electric Xline, they have different battery capacities (48.4 kWh vs 39 kWh) impacting range and performance.  The engine description also differs significantly.  Due to this key difference in the powertrain, these are not considered the same version.",42000.0,0.969047619047619,NOT SURE,126,0.69862566070732,0a5bedeb4d3fde987d1e9e2c89261f67de319a8c963ddabcc4b86a8fcee58aa9_605f60730996c171b00732b0c1450a075c6b316772b86423de3068b06c33a645,3,605f60730996c171b00732b0c1450a075c6b316772b86423de3068b06c33a645,nuova kona electricxline39kwh,69.862566070732,3,No,"Although both versions are Hyundai Kona Electric Xline trims, they have different battery capacities (48.4 kWh vs 39 kWh), significantly impacting range and performance. This difference is reflected in the 'engine' field and is substantial enough to consider them different versions.",3,reviewed, llm disapproval,40700.0,42000.0,40700.0,42000.0,3,3,3
ev,2dw5zgz7zgg553,auto,0,kona electric,nuova kona electric,20b1bcc9bd8e4a7faf7725f98d338c5e5c09fac2ce89bbe4a97b4df68699241d,italy|hyundai|nuova-kona-electric,nuova kona electric xline 39kwh electric automatico 2wd,39kwh electric automatica 2wd,53e08c8900f600d4784cf0ae3512d7e98aa9cd1f3e02ec102db516d2ed48f36c,40700.0,hyundai,italy,2022-06-15 00:00:00+00:00,xline,108,"['39kwh', '39kwh electric automatica', '39kwh electric automatica 2wd']",41300.0,40700.0,2022-06-15 00:00:00+00:00,2024-01-25 00:00:00+00:00,5.598049,12.118688,,39.0,2,,,193,0.1086536435603969,No,"While both sets of versions relate to the Hyundai Kona Electric Xline, they differ significantly in their battery capacity (and therefore engine). The first set features a 39kWh battery, while the second set has a 64kWh battery. This difference in battery capacity impacts range and performance, making them distinct versions.",41128.57142857143,0.9895797151788815,NOT SURE,126,0.617758328839811,0a5bedeb4d3fde987d1e9e2c89261f67de319a8c963ddabcc4b86a8fcee58aa9_605f60730996c171b00732b0c1450a075c6b316772b86423de3068b06c33a645,3,605f60730996c171b00732b0c1450a075c6b316772b86423de3068b06c33a645,nuova kona electricxline39kwh,61.775832883981096,3,Yes,"Both versions are Hyundai Kona Electric Xline trims with the same engine (39 kWh) and transmission (automatic). They also share the same model (nuova kona electric) and trim (xline). The only difference is in the version name, which is a minor variation. Therefore, these versions can be considered a well match.",3,reviewed, llm approval,40700.0,42000.0,40700.0,42000.0,3,3,3
ev,2dw5zgz7zgg00g,auto,0,kona electric,nuova kona electric,20b1bcc9bd8e4a7faf7725f98d338c5e5c09fac2ce89bbe4a97b4df68699241d,italy|hyundai|nuova-kona-electric,nuova kona electricxline39kwh,39kwh,605f60730996c171b00732b0c1450a075c6b316772b86423de3068b06c33a645,40700.0,hyundai,italy,2022-06-09 00:00:00+00:00,xline,126,['39kwh'],40700.0,40700.0,2022-06-09 00:00:00+00:00,2022-06-22 00:00:00+00:00,-9.140267,-4.706969,,39.0,,,,12,0.0877858106257872,No,"Both versions are Hyundai Kona Electric Xline trims, but they have different battery capacities (39 kWh vs 48.4 kWh), significantly impacting range and performance. This difference is reflected in the 'engine' field and is substantial enough to consider them different versions.",40700.0,0.9680589680589681,NOT SURE,12,0.6408722254538847,0a5bedeb4d3fde987d1e9e2c89261f67de319a8c963ddabcc4b86a8fcee58aa9_605f60730996c171b00732b0c1450a075c6b316772b86423de3068b06c33a645,3,0a5bedeb4d3fde987d1e9e2c89261f67de319a8c963ddabcc4b86a8fcee58aa9,"nuova kona electric xline 48,4 kwh electric automatico 2wd",64.08722254538847,3,No,"Although both versions are Hyundai Kona Electric Xline trims, they have different battery capacities (48.4 kWh vs 39 kWh), significantly impacting range and performance. This difference is reflected in the 'engine' field and is substantial enough to consider them different versions.",3,reviewed, llm disapproval,40700.0,42000.0,40700.0,42000.0,3,3,3
ev,7fw5zhz7zgg06i,auto,0,kona electric,nuova kona electric,20b1bcc9bd8e4a7faf7725f98d338c5e5c09fac2ce89bbe4a97b4df68699241d,italy|hyundai|nuova-kona-electric,"nuova kona electric exclusive 48,6 kwh electric automatico 2wd 5 seats","48,6 kwh electric automatica 2wd 5 seats",0de9d3357199c9fec1d4fee2a24a7ae21f656977ac029daf6844782c4bc5e01d,38300.0,hyundai,italy,2024-08-02 00:00:00+00:00,exclusive,13,"['48,6 kwh electric automatica', '48,6 kwh electric automatica 2wd 5 seats']",38300.0,38300.0,2024-08-02 00:00:00+00:00,2024-11-28 00:00:00+00:00,-12.105174,2.5890105,,48.6,2,,5.0,314,0.127939227297048,Yes,"Despite minor discrepancies in `make_id`, `number_of_speed`, and missing data in the second set of versions, the key features for comparison (fuel_type_cleaned, transmission_cleaned, model_cleaned, version, engine, and trim) are identical.  The kilowatt difference is within the acceptable range (specifically, they are the same in the first dataset and null in the second, which doesn't violate the <4kW difference rule).  Therefore, these versions are considered a good match.",38300.0,1.0,TRUE,314,0.667322290409592,5f4e98825e4c58a0a8abec0ecebe851aebad5884b74039cbfe7e6e55cdbdb40e_6b45811d8fd18a31a71bd6eb8075e5fe4218818972fdff2240a213e0ec3f8dff,6,e3708207124b53b30d6191177373a57ba016bd4ac9646dfc40817dc4b1f0e4d1,"nuova kona electric exclusive 48,6 kwh electric automatico 2wd 5 seats",66.7322290409592,6,Yes,"The versions have identical values for fuel_type_cleaned, transmission_cleaned, model_cleaned, version, engine, and trim. The kilowatt values are either identical or null, satisfying the <4kW difference rule.  Minor discrepancies like `make_id` and `number_of_speed`, and missing data in the second set do not outweigh the strong agreement in crucial attributes.",6,reviewed, llm approval,38000.0,42600.0,38000.0,42600.0,6,6,6
ev,2dw5zgz7zgg552,auto,0,kona electric,nuova kona electric,20b1bcc9bd8e4a7faf7725f98d338c5e5c09fac2ce89bbe4a97b4df68699241d,italy|hyundai|nuova-kona-electric,nuova kona electric exclusive 64kwh electric automatico 2wd,64kwh electric automatica 2wd,5f4e98825e4c58a0a8abec0ecebe851aebad5884b74039cbfe7e6e55cdbdb40e,42600.0,hyundai,italy,2022-06-09 00:00:00+00:00,exclusive,124,"['64kwh', '64kwh electric automatica', '64kwh electric automatica 2wd']",42600.0,42600.0,2022-06-09 00:00:00+00:00,2024-01-25 00:00:00+00:00,8.591795,-12.546587,,64.0,2,,,138,0.15226356777775418,Yes,"Despite minor variations in model name ('kona electric' vs 'nuova kona electric') and engine description (inclusion of ""5 seats"" and slightly different kWh value), the core features like fuel type (EV), transmission (automatic), trim (exclusive), wheel drive (2WD), and kilowatt rating (around 64 kWh) are consistent.  The differences are likely due to data entry variations and don't represent substantial version differences. The missing MSRP in the second set of versions doesn't impact the comparison of core features.",42600.0,0.9694835680751174,TRUE,138,0.6396500389232834,5f4e98825e4c58a0a8abec0ecebe851aebad5884b74039cbfe7e6e55cdbdb40e_6b45811d8fd18a31a71bd6eb8075e5fe4218818972fdff2240a213e0ec3f8dff,6,6b45811d8fd18a31a71bd6eb8075e5fe4218818972fdff2240a213e0ec3f8dff,"nuova kona electric exclusive 64,8 kwh electric automatico 2wd 5 seats",63.96500389232834,6,Yes,"The versions are a well match because they share the same fuel_type_cleaned (EV), transmission_cleaned (auto), model_cleaned (kona electric), trim (exclusive), and wheel_drive (2). The difference in engine description (64.8 kwh vs. approximately 64 kwh) is minor and within the acceptable range of variation (less than 4). The difference in model name ('nuova kona electric' vs. 'kona electric') is likely due to regional naming conventions.",6,reviewed, llm approval,38000.0,42600.0,38000.0,42600.0,6,6,6
ev,7fw5zhz7zgg06b,auto,0,kona electric,nuova kona electric,20b1bcc9bd8e4a7faf7725f98d338c5e5c09fac2ce89bbe4a97b4df68699241d,italy|hyundai|nuova-kona-electric,"nuova kona electric exclusive 64,8 kwh electric automatico 2wd 5 seats","64,8 kwh electric automatica 2wd 5 seats",6b45811d8fd18a31a71bd6eb8075e5fe4218818972fdff2240a213e0ec3f8dff,41300.0,hyundai,italy,2024-08-02 00:00:00+00:00,exclusive,138,"['64,8 kwh electric automatica', '64,8 kwh electric automatica 2wd 5 seats']",41300.0,41300.0,2024-08-02 00:00:00+00:00,2024-11-28 00:00:00+00:00,4.034828,-15.710225,,64.8,2,,5.0,124,0.1508088368852909,Yes,"The core features align strongly: fuel_type_cleaned (EV), transmission_cleaned (auto), model_cleaned (kona electric), trim (exclusive), and wheel_drive (2).  The engine descriptions have minor variations (kWh precision and mention of seats), but the kilowatt values are essentially the same (64.8 vs. approximately 64).  Differences in model name ('nuova kona electric' vs. 'kona electric') are likely regional naming conventions.  Missing data in the second set doesn't hinder the comparison of key features.",41300.0,1.0,TRUE,276,0.6211867919676117,5f4e98825e4c58a0a8abec0ecebe851aebad5884b74039cbfe7e6e55cdbdb40e_6b45811d8fd18a31a71bd6eb8075e5fe4218818972fdff2240a213e0ec3f8dff,6,ce4ba70767d52ef46e4104e6b3356790faaef5bef5cc7b1358863ae81b449e06,"nuova kona electric exclusive 64,8 kwh electric automatico 2wd 5 seats",62.11867919676117,6,Yes,"The versions are well-matched because they share the same fuel_type_cleaned (ev), transmission_cleaned (auto), model_cleaned (kona electric), trim (exclusive), and wheel_drive (2). The engine descriptions are nearly identical, with only a minor difference in kilowatt values (64.8 kWh vs 64 kWh). This difference is within the acceptable threshold for a good match.",6,reviewed, llm approval,38000.0,42600.0,38000.0,42600.0,6,6,6
ev,2dw5zgz7zgg551,auto,0,kona electric,nuova kona electric,20b1bcc9bd8e4a7faf7725f98d338c5e5c09fac2ce89bbe4a97b4df68699241d,italy|hyundai|nuova-kona-electric,nuova kona electric exclusive 39kwh electric automatico 2wd,39kwh electric automatica 2wd,a83c8b176bfb16d3b946e55a7ed8c31d7139b22f7e44a568135c9c36164a7356,38000.0,hyundai,italy,2022-06-09 00:00:00+00:00,exclusive,226,"['39kwh', '39kwh electric automatica', '39kwh electric automatica 2wd']",38600.0,38000.0,2022-06-09 00:00:00+00:00,2024-07-01 00:00:00+00:00,-12.964868,16.9453,,39.0,2,,,13,0.06497259757941631,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, trim, and wheel_drive are identical.  The versions and engines are nearly identical, with the second set providing slightly more detail about the battery size (48.6 kWh vs 39 kWh) and number of seats.  Given the importance of the core features matching, and the kilowatt difference being within acceptable range (specifically, they are the same in the first dataset and null in the second, which doesn't violate the <4kW difference rule), these are considered a good match. The difference in `make_id` and `number_of_speed` are less critical for version comparison in this context.",38452.513966480445,0.9960337062327475,TRUE,13,0.6126837540884414,5f4e98825e4c58a0a8abec0ecebe851aebad5884b74039cbfe7e6e55cdbdb40e_6b45811d8fd18a31a71bd6eb8075e5fe4218818972fdff2240a213e0ec3f8dff,6,0de9d3357199c9fec1d4fee2a24a7ae21f656977ac029daf6844782c4bc5e01d,"nuova kona electric exclusive 48,6 kwh electric automatico 2wd 5 seats",61.26837540884414,6,Yes,"The versions have identical values for fuel_type_cleaned, transmission_cleaned, model_cleaned, version, and trim. The kilowatt values are either identical or null, satisfying the <4kW difference rule.  Minor discrepancies like `make_id` and `number_of_speed`, and missing data in the second set do not outweigh the strong agreement in crucial attributes.",6,reviewed, llm approval,38000.0,42600.0,38000.0,42600.0,6,6,6
ev,7fw5zhz7zgg00l,auto,0,kona electric,nuova kona electric,20b1bcc9bd8e4a7faf7725f98d338c5e5c09fac2ce89bbe4a97b4df68699241d,italy|hyundai|nuova-kona-electric,"nuova kona electric exclusive 64,8 kwh electric automatico 2wd 5 seats","64,8 kwh electric automatica 2wd 5 seats",ce4ba70767d52ef46e4104e6b3356790faaef5bef5cc7b1358863ae81b449e06,41300.0,hyundai,italy,2024-03-22 00:00:00+00:00,exclusive,276,"['64,8 kwh electric automatica 2wd', '64,8 kwh electric automatica 2wd 5 seats', '64.8 kwh electric automatica 2wd']",41300.0,41300.0,2024-03-22 00:00:00+00:00,2024-07-18 00:00:00+00:00,-2.5059679,5.862776,,64.8,2,,5.0,226,0.22807872526371106,No,"While the model, trim, fuel type, and transmission match, the battery capacity (kilowatts) differs significantly between the two sets (64.8 kWh vs 39 kWh). This difference exceeds the acceptable threshold for a good match, making them distinct versions despite other similarities.",41300.0,0.927360774818402,NOT SURE,13,0.6362086387914433,5f4e98825e4c58a0a8abec0ecebe851aebad5884b74039cbfe7e6e55cdbdb40e_6b45811d8fd18a31a71bd6eb8075e5fe4218818972fdff2240a213e0ec3f8dff,6,0de9d3357199c9fec1d4fee2a24a7ae21f656977ac029daf6844782c4bc5e01d,"nuova kona electric exclusive 48,6 kwh electric automatico 2wd 5 seats",63.62086387914433,6,No,"While the model, trim, fuel type, and transmission match, the battery capacity (kilowatts) differs significantly between the two sets (64.8 kWh vs 39 kWh). This difference exceeds the acceptable threshold for a good match, making them distinct versions despite other similarities.",6,reviewed, llm disapproval,38000.0,42600.0,38000.0,42600.0,6,6,6
